scale,unit,var,model,ssp,year,E_annual
corridor,RT_NY,wave,masnum,SSP5-8.5,2034,12.16258919469869
corridor,RT_NY,wave,masnum,SSP5-8.5,2035,8.746177370030143
corridor,RT_NY,wave,masnum,SSP5-8.5,2036,10.24753652735256
corridor,RT_NY,wave,masnum,SSP5-8.5,2037,7.704213387699256
corridor,RT_NY,wave,masnum,SSP5-8.5,2038,10.950560652394966
corridor,RT_NY,wave,masnum,SSP5-8.5,2039,7.942235813795077
corridor,RT_NY,wave,masnum,SSP5-8.5,2040,7.180428134556209
corridor,RT_NY,wave,masnum,SSP5-8.5,2041,6.078321440706475
corridor,RT_NY,wave,masnum,SSP5-8.5,2042,6.907407407407063
corridor,RT_NY,wave,masnum,SSP5-8.5,2043,4.421508664627721
corridor,RT_NY,wave,masnum,SSP5-8.5,2044,13.511213047909596
corridor,RT_NY,wave,masnum,SSP5-8.5,2045,4.66309887869498
corridor,RT_NY,wave,masnum,SSP5-8.5,2046,9.55011892626526
corridor,RT_NY,wave,masnum,SSP5-8.5,2047,13.383112470267774
corridor,RT_NY,wave,masnum,SSP5-8.5,2048,7.959395174991108
corridor,RT_NY,wave,masnum,SSP5-8.5,2049,4.551478083587963
corridor,RT_NY,wave,masnum,SSP5-8.5,2050,6.244478423377212
corridor,RT_NY,wave,masnum,SSP5-8.5,2051,7.257730207271145
corridor,RT_NY,wave,masnum,SSP5-8.5,2052,8.057764186204176
corridor,RT_NY,wave,masnum,SSP5-8.5,2053,4.158341828066398
corridor,RT_NY,wave,masnum,SSP5-8.5,2054,10.202344546380749
corridor,RT_NY,wave,masnum,SSP5-8.5,2055,12.07645259938777
corridor,RT_NY,wave,masnum,SSP5-8.5,2056,4.296975874957328
corridor,RT_NY,wave,masnum,SSP5-8.5,2057,5.857118586476114
corridor,RT_NY,wave,masnum,SSP5-8.5,2058,8.531430513081474
corridor,RT_NY,wave,masnum,SSP5-8.5,2059,8.116547740400549
corridor,RT_NY,wave,masnum,SSP5-8.5,2060,6.535847774379568
corridor,RT_NY,wave,masnum,SSP5-8.5,2061,8.781515460414132
corridor,RT_NY,wave,masnum,SSP5-8.5,2062,4.267753992524429
corridor,RT_NY,wave,masnum,SSP5-8.5,2063,7.287801563030576
corridor,RT_NY,wave,masnum,SSP5-8.5,2064,8.106184165816812
corridor,RT_NY,wave,masnum,SSP5-8.5,2065,5.8693510023782345
corridor,RT_NY,wave,masnum,SSP5-8.5,2066,6.896704043492699
corridor,RT_NY,wave,masnum,SSP5-8.5,2067,7.122154264355763
corridor,RT_NY,wave,masnum,SSP5-8.5,2068,10.236323479442245
corridor,RT_NY,wave,masnum,SSP5-8.5,2069,8.27828746177332
corridor,RT_NY,wave,masnum,SSP5-8.5,2070,8.676010873258168
corridor,RT_NY,wave,masnum,SSP5-8.5,2071,6.34403669724741
corridor,RT_NY,wave,masnum,SSP5-8.5,2072,10.909955827386485
corridor,RT_NY,wave,masnum,SSP5-8.5,2073,7.822629969418575
corridor,RT_NY,wave,masnum,SSP5-8.5,2074,6.268263676520249
corridor,RT_NY,wave,masnum,SSP5-8.5,2075,7.317363234794115
corridor,RT_NY,wave,masnum,SSP5-8.5,2076,10.634556574923026
corridor,RT_NY,wave,masnum,SSP5-8.5,2077,10.024634726469092
corridor,RT_NY,wave,masnum,SSP5-8.5,2078,9.861875637104532
corridor,RT_NY,wave,masnum,SSP5-8.5,2079,2.0118926265714365
corridor,RT_NY,wave,masnum,SSP5-8.5,2080,9.380733944953676
corridor,RT_NY,wave,masnum,SSP5-8.5,2081,7.453448861705382
corridor,RT_NY,wave,masnum,SSP5-8.5,2082,9.945973496431725
corridor,RT_NY,wave,masnum,SSP5-8.5,2083,7.2324159021403105
corridor,RT_NY,wave,masnum,SSP5-8.5,2084,5.786782195038799
corridor,RT_NY,wave,masnum,SSP5-8.5,2085,7.086986068637122
corridor,RT_NY,wave,masnum,SSP5-8.5,2086,5.5349983010530925
corridor,RT_NY,wave,masnum,SSP5-8.5,2087,5.907747196737729
corridor,RT_NY,wave,masnum,SSP5-8.5,2088,9.633537206931242
corridor,RT_NY,wave,masnum,SSP5-8.5,2089,6.475365273530075
corridor,RT_NY,wave,masnum,SSP5-8.5,2090,6.912504247366302
corridor,RT_NY,wave,masnum,SSP5-8.5,2091,5.288651036357199
corridor,RT_NY,wave,masnum,SSP5-8.5,2092,9.514101257220055
corridor,RT_NY,wave,masnum,SSP5-8.5,2093,6.244308528711905
corridor,RT_NY,wave,masnum,SSP5-8.5,2094,6.025314305130538
corridor,RT_NY,wave,masnum,SSP5-8.5,2095,9.77879714576915
corridor,RT_NY,wave,masnum,SSP5-8.5,2096,4.066938498130976
corridor,RT_NY,wave,masnum,SSP5-8.5,2097,9.836221542643074
corridor,RT_NY,wave,masnum,SSP5-8.5,2098,9.113489636424973
corridor,RT_NY,wave,masnum,SSP5-8.5,2099,4.477913693509801
corridor,RT_NY,wave,masnum,SSP5-8.5,2100,9.227488956846305
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2015,1.9539585457015776
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2016,1.4160720353380252
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2017,2.123173632347849
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2018,3.434760448521749
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2019,2.1853550798503925
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2020,1.449031600407686
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2021,2.1275908936458467
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2022,3.954128440366795
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2023,0.9813115868161252
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2024,1.7653754672102453
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2025,1.8528712198436132
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2026,1.16666666666661
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2027,2.65324498810725
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2028,1.8037716615697372
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2029,1.705572545022005
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2030,2.039925246347167
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2031,2.13744478423368
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2032,3.16275908936444
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2033,2.5397553516818414
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2034,2.156133197417504
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2035,1.6236833163437931
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2036,1.6500169894664536
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2037,2.1024464831803287
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2038,2.0125722052326616
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2039,2.169554875976792
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2040,1.819571865443344
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2041,1.7142371729526942
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2042,2.162079510703271
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2043,1.0212368331633908
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2044,1.3058103975534596
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2045,2.2215426435608894
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2046,1.9515800203872635
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2047,2.362895005096731
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2048,1.6520557254501491
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2049,1.666496772001279
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2050,1.9835202174650743
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2051,1.2793068297654888
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2052,2.329935440027077
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2053,1.6919809717974124
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2054,1.6522256201154524
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2055,1.0428134556574422
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2056,1.7198436969078377
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2057,1.88600067957857
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2058,1.5074753652734605
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2059,1.2116887529731035
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2060,3.1015970098537498
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2061,2.22935779816504
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2062,2.312266394835089
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2063,1.631328576282629
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2064,2.0713557594290557
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2065,1.1749915052666815
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2066,0.8679918450560233
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2067,1.2570506286101994
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2068,2.32127081209639
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2069,2.3666326877335
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2070,2.316683656133084
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2071,1.8430173292557763
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2072,2.142201834862282
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2073,2.0382262996940907
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2074,0.9118246687053624
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2075,2.183486238532011
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2076,2.108562691131396
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2077,1.7400611620794315
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2078,2.2470268433570126
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2079,2.098199116547648
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2080,3.2145769622832323
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2081,1.0582738702004253
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2082,1.8601766904518329
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2083,1.8632347944273675
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2084,1.4792728508324149
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2085,1.3752973156642256
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2086,2.154774040095041
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2087,2.5013591573223515
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2088,2.2432891607202503
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2089,1.6788990825687278
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2090,1.5501189262656423
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2091,2.0373768263675567
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2092,1.5581039755350927
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2093,2.023275569147046
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2094,1.5208970438327527
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2095,2.6841658171932203
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2096,1.7110091743118496
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2097,0.8720693170234075
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2098,1.2431192660549824
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2099,1.913863404689004
corridor,RT_NY,wind,access_cm2,SSP1-2.6,2100,2.176860346585029
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2015,1.6731226639482766
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2016,2.455317703024012
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2017,2.2602786272509965
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2018,1.617397213727411
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2019,2.2264695888548065
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2020,1.6143391097518782
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2021,1.948012232415816
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2022,1.2373428474345305
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2023,1.578151546041383
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2024,2.473666326877216
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2025,2.080530071355658
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2026,1.9728168535507
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2027,1.5548759768942524
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2028,3.1630988786950667
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2029,1.991165477403921
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2030,2.587835541963853
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2031,2.680088345225834
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2032,3.582398912673982
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2033,2.9848793747874813
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2034,1.6517159361195275
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2035,1.1975874957525798
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2036,2.0406048250083977
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2037,3.0992184845394446
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2038,1.7742099898062342
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2039,3.7830445124021344
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2040,2.1207951070335382
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2041,2.5183486238530897
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2042,2.7995242949370223
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2043,1.69300033978925
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2044,2.933231396534015
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2045,1.667516139993123
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2046,1.9213387699625368
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2047,2.3484539585456057
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2048,2.0052667346244397
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2049,2.7354740061160774
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2050,2.500339789330499
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2051,2.7643560992183502
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2052,1.8654434250763683
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2053,2.202684335711759
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2054,1.6851851851851072
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2055,2.162759089364496
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2056,2.681277607882981
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2057,2.983690112130335
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2058,1.731396534148748
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2059,1.186034658511663
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2060,2.593272171253697
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2061,2.108222901800784
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2062,2.128270472307074
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2063,3.2354740061160587
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2064,0.7886510363574246
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2065,1.328576282704664
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2066,2.281005776418514
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2067,2.031770302412409
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2068,1.6950390757729417
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2069,1.6156982670743434
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2070,1.4160720353380234
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2071,1.3921168875296672
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2072,0.9430852871219396
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2073,2.191131498470852
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2074,2.300543662928873
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2075,2.270472307169443
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2076,2.6179068977232927
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2077,1.3158341828065994
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2078,2.1177370030580063
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2079,3.5011892626569967
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2080,3.4034998301051744
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2081,2.411994563370606
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2082,1.3790349983009895
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2083,1.5227658851511312
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2084,1.5825688073393784
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2085,2.0331294597348792
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2086,1.5411145090043532
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2087,1.353380903839555
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2088,1.8702004757049824
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2089,1.3136255521576032
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2090,1.5725450220862314
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2091,1.0635406048249667
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2092,1.9497111790688928
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2093,1.8299354400271004
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2094,1.6938498131157878
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2095,1.8102276588514377
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2096,1.7140672782873814
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2097,1.760958205912253
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2098,1.9522595990485043
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2099,1.219164118246637
corridor,RT_NY,wind,access_cm2,SSP2-4.5,2100,1.963132857628183
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2015,1.3481141692150234
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2016,2.1055045871558598
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2017,3.2252803261976206
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2018,2.196738022425996
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2019,2.406897723411378
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2020,1.910975195378778
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2021,1.788141352361456
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2022,1.4949031600407163
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2023,0.8972137274889176
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2024,2.4833503227997453
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2025,1.9176010873257652
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2026,1.611960584437573
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2027,2.6386340468908043
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2028,1.6158681617396458
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2029,2.689092762487148
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2030,2.51308188922857
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2031,1.232585796805926
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2032,1.3418280665986442
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2033,2.079510703363815
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2034,2.758579680597904
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2035,1.706931702344471
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2036,1.5022086306489268
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2037,2.4330615018687323
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2038,1.7589194699285655
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2039,1.99626231736315
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2040,1.806829765545278
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2041,1.506286102616306
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2042,2.470438328236381
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2043,4.060142711518672
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2044,1.9051987767583165
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2045,3.163948352021595
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2046,2.252463472646852
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2047,1.3200815494392817
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2048,1.3311247026842763
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2049,2.036697247706325
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2050,0.9874277947671992
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2051,1.6017669045191292
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2052,1.3712198436968412
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2053,1.9286442405707536
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2054,1.7923887189941454
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2055,1.2499150526672846
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2056,2.144070676180676
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2057,3.160550458715449
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2058,1.6213047910294844
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2059,2.131158681617308
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2060,2.389568467550014
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2061,1.6355759429153198
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2062,1.013421678559244
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2063,2.117227319062084
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2064,2.291029561671671
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2065,2.8248386000678374
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2066,1.9160720353380087
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2067,2.049439347604388
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2068,1.160040774719625
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2069,1.4726469588854196
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2070,1.5749235474005332
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2071,2.019707781175577
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2072,2.349813115868054
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2073,2.690282025144283
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2074,2.5552157662248183
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2075,1.118586476384592
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2076,1.5482500849472682
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2077,1.402990146109342
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2078,1.5536867142370985
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2079,2.6021066938497017
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2080,1.9424057084606687
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2081,2.2037037037036065
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2082,0.792388718994187
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2083,2.072205232755608
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2084,1.7336051647977464
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2085,1.1721032959564528
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2086,1.2859327217124772
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2087,1.5390757730206652
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2088,1.4004417261297393
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2089,1.9330615018687531
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2090,1.148487937478718
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2091,2.418280665986986
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2092,1.201664967719955
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2093,1.7444784233774215
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2094,1.547910295616647
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2095,2.794087665647168
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2096,1.4483520217464552
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2097,1.560312606184096
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2098,1.3666326877335415
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2099,1.3854909955826802
corridor,RT_NY,wind,access_cm2,SSP5-8.5,2100,1.4841997961263358
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2015,1.269283044512345
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2016,1.3951749915052076
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2017,1.565919130139243
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2018,1.7312266394834448
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2019,1.542643560992113
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2020,3.1688752973155143
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2021,2.4884471627589733
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2022,1.4481821270811417
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2023,2.23207611280996
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2024,1.1841658171932845
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2025,1.2677539925245729
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2026,2.773360516479657
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2027,1.991845056065145
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2028,1.8134556574922756
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2029,0.8469249065578939
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2030,1.8148148148147296
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2031,1.0674481821270296
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2032,2.2003058103974578
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2033,1.679068977234036
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2034,1.900781515460329
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2035,1.7437988447161967
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2036,1.7303771661569043
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2037,1.1836561331973643
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2038,1.7067618076791624
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2039,1.63166836561324
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2040,1.0496092422697427
corridor,RT_NY,wind,cmcc_cm2_sr5,SSP1-2.6,2041,2.1046551138293315
